Country_origen;Year;Quantity;Import;Type;Valor_euro
Denmark;2021;2;Cyprus;Otros productos con cacao;41
Spain;2021;4361;Cyprus;Otros productos con cacao;8426
United States;2021;188;Cyprus;Otros productos con cacao;1176
France;2021;133124;Cyprus;Otros productos con cacao;338477
Greece;2021;211186;Cyprus;Otros productos con cacao;608366
Italy;2021;48408;Cyprus;Otros productos con cacao;171804
Other;2021;90;Cyprus;Otros productos con cacao;365
Netherlands;2021;3431;Cyprus;Otros productos con cacao;22833
Poland;2021;21330;Cyprus;Otros productos con cacao;57713
Portugal;2021;9296;Cyprus;Otros productos con cacao;48886
United Kingdom;2021;8291;Cyprus;Otros productos con cacao;49003
Czech Republic;2021;6;Cyprus;Otros productos con cacao;144
Other;2021;1;Cyprus;Otros productos con cacao;194
Russia;2021;2208;Cyprus;Otros productos con cacao;7791
Ukraine;2021;300;Cyprus;Otros productos con cacao;340
Greece;2022;390;Cyprus;Cacao en grano;2228
Netherlands;2022;735;Cyprus;Cacao en grano;5376
Russia;2022;1;Cyprus;Cacao en grano;9
France;2022;1;Cyprus;Cáscara, películas y demás desechos de cacao;10
Greece;2022;49;Cyprus;Cáscara, películas y demás desechos de cacao;474
Germany;2022;10;Cyprus;Otros productos con cacao;40
Belgium;2022;6306;Cyprus;Otros productos con cacao;64260
Spain;2022;10320;Cyprus;Otros productos con cacao;43800
Other;2022;20000;Cyprus;Otros productos con cacao;120947
Germany;2022;160;Cyprus;Manteca, grasa y aceite de cacao;1829
Belgium;2022;3072;Cyprus;Manteca, grasa y aceite de cacao;27686
Greece;2022;142;Cyprus;Manteca, grasa y aceite de cacao;361
Italy;2022;60;Cyprus;Manteca, grasa y aceite de cacao;525
Malaysia;2022;1;Cyprus;Manteca, grasa y aceite de cacao;22
Netherlands;2022;105;Cyprus;Manteca, grasa y aceite de cacao;1050
Germany;2022;4620;Cyprus;Cacao en polvo;22171
Belgium;2022;14002;Cyprus;Cacao en polvo;146838
Bulgaria;2022;40;Cyprus;Cacao en polvo;471
China;2022;16000;Cyprus;Cacao en polvo;25848
Spain;2022;58375;Cyprus;Cacao en polvo;170896
United States;2022;1;Cyprus;Cacao en polvo;14
France;2022;2838;Cyprus;Cacao en polvo;32643
Greece;2022;63490;Cyprus;Cacao en polvo;237382
Ireland;2022;213;Cyprus;Cacao en polvo;2040
Israel;2022;150;Cyprus;Cacao en polvo;250
Italy;2022;1944;Cyprus;Cacao en polvo;11211
Other;2022;307;Cyprus;Cacao en polvo;1221
Netherlands;2022;25265;Cyprus;Cacao en polvo;161216
United Kingdom;2022;49848;Cyprus;Cacao en polvo;273920
Thailand;2022;2;Cyprus;Cacao en polvo;65
Turkey;2022;105;Cyprus;Cacao en polvo;468
Germany;2022;2;Cyprus;Otros productos con cacao;45
Bulgaria;2022;12860;Cyprus;Otros productos con cacao;93894
Greece;2022;39986;Cyprus;Otros productos con cacao;30072
Israel;2022;6;Cyprus;Otros productos con cacao;43
Italy;2022;408;Cyprus;Otros productos con cacao;3107
United Kingdom;2022;85;Cyprus;Otros productos con cacao;323
Germany;2022;1024;Cyprus;Otros productos con cacao;2202
Bulgaria;2022;22932;Cyprus;Otros productos con cacao;167813
Greece;2022;12997;Cyprus;Otros productos con cacao;30465
Israel;2022;24;Cyprus;Otros productos con cacao;196
Italy;2022;514;Cyprus;Otros productos con cacao;2863
Japan;2022;1;Cyprus;Otros productos con cacao;18
Netherlands;2022;96;Cyprus;Otros productos con cacao;1895
United Kingdom;2022;619;Cyprus;Otros productos con cacao;4324
Sweden;2022;294;Cyprus;Otros productos con cacao;1461
Switzerland;2022;1;Cyprus;Otros productos con cacao;41
Belgium;2022;1;Cyprus;Otros productos con cacao;61
Bulgaria;2022;1329;Cyprus;Otros productos con cacao;9498
China;2022;1;Cyprus;Otros productos con cacao;1
Ecuador;2022;5;Cyprus;Otros productos con cacao;2
United Arab Emirates;2022;2;Cyprus;Otros productos con cacao;21
Spain;2022;645;Cyprus;Otros productos con cacao;3579
United States;2022;10;Cyprus;Otros productos con cacao;186
Other;2022;1;Cyprus;Otros productos con cacao;18
France;2022;496;Cyprus;Otros productos con cacao;2278
Greece;2022;37088;Cyprus;Otros productos con cacao;142292
Indonesia;2022;1;Cyprus;Otros productos con cacao;123
Israel;2022;3;Cyprus;Otros productos con cacao;19
Poland;2022;1081;Cyprus;Otros productos con cacao;4255
United Kingdom;2022;22817;Cyprus;Otros productos con cacao;89015
Ukraine;2022;2;Cyprus;Otros productos con cacao;19
Bulgaria;2022;8249;Cyprus;Otros productos con cacao;14530
Greece;2022;4425;Cyprus;Otros productos con cacao;16648
Israel;2022;806;Cyprus;Otros productos con cacao;2323
Romania;2022;2415;Cyprus;Otros productos con cacao;4254
Germany;2022;50529;Cyprus;Con contenido de Manteca de cacao;225214
Belgium;2022;51417;Cyprus;Con contenido de Manteca de cacao;223658
Bulgaria;2022;20584;Cyprus;Con contenido de Manteca de cacao;97537
Slovenia;2022;35088;Cyprus;Con contenido de Manteca de cacao;115772
Spain;2022;2710;Cyprus;Con contenido de Manteca de cacao;16998
France;2022;5518;Cyprus;Con contenido de Manteca de cacao;66700
Greece;2022;158914;Cyprus;Con contenido de Manteca de cacao;748070
Hungary;2022;4778;Cyprus;Con contenido de Manteca de cacao;24116
Italy;2022;19092;Cyprus;Con contenido de Manteca de cacao;88544
Latvia;2022;600;Cyprus;Con contenido de Manteca de cacao;25639
Netherlands;2022;76625;Cyprus;Con contenido de Manteca de cacao;423263
Poland;2022;44518;Cyprus;Con contenido de Manteca de cacao;215427
Romania;2022;14153;Cyprus;Con contenido de Manteca de cacao;106337
Germany;2022;25;Cyprus;Con contenido de Manteca de cacao;192
Belgium;2022;26931;Cyprus;Con contenido de Manteca de cacao;207501
Spain;2022;110;Cyprus;Con contenido de Manteca de cacao;759
Greece;2022;119247;Cyprus;Con contenido de Manteca de cacao;518561
Italy;2022;4466;Cyprus;Con contenido de Manteca de cacao;14372
France;2022;140;Cyprus;Con contenido de Manteca de cacao;1980
Greece;2022;300;Cyprus;Con contenido de Manteca de cacao;122
Italy;2022;10223;Cyprus;Con contenido de Manteca de cacao;43390
Germany;2022;607;Cyprus;Otros productos con cacao;2498
Belgium;2022;1300;Cyprus;Otros productos con cacao;5961
United States;2022;8;Cyprus;Otros productos con cacao;119
Greece;2022;13614;Cyprus;Otros productos con cacao;365233
Italy;2022;24720;Cyprus;Otros productos con cacao;73234
Netherlands;2022;4986;Cyprus;Otros productos con cacao;47089
Poland;2022;574;Cyprus;Otros productos con cacao;2603
United Kingdom;2022;5122;Cyprus;Otros productos con cacao;13336
Switzerland;2022;1;Cyprus;Otros productos con cacao;8
Germany;2022;13304;Cyprus;Otros productos con cacao;121217
Belgium;2022;6932;Cyprus;Otros productos con cacao;27536
Bulgaria;2022;610;Cyprus;Otros productos con cacao;3157
China;2022;1;Cyprus;Otros productos con cacao;19
United Arab Emirates;2022;9;Cyprus;Otros productos con cacao;107
Spain;2022;1153;Cyprus;Otros productos con cacao;8177
United States;2022;30;Cyprus;Otros productos con cacao;238
France;2022;100;Cyprus;Otros productos con cacao;759
Greece;2022;51209;Cyprus;Otros productos con cacao;184910
Other;2022;3;Cyprus;Otros productos con cacao;31
India;2022;7;Cyprus;Otros productos con cacao;22
Israel;2022;19;Cyprus;Otros productos con cacao;657
Italy;2022;59051;Cyprus;Otros productos con cacao;202648
Other;2022;31;Cyprus;Otros productos con cacao;254
Netherlands;2022;1808;Cyprus;Otros productos con cacao;28713
Poland;2022;462;Cyprus;Otros productos con cacao;7724
Portugal;2022;512;Cyprus;Otros productos con cacao;2355
United Kingdom;2022;1027;Cyprus;Otros productos con cacao;17312
Switzerland;2022;46;Cyprus;Otros productos con cacao;1524
Germany;2022;111901;Cyprus;Chocolates o bombones;685634
Other;2022;10;Cyprus;Chocolates o bombones;18
Other;2022;4;Cyprus;Chocolates o bombones;10
Argentina;2022;12;Cyprus;Chocolates o bombones;76
Australia;2022;49;Cyprus;Chocolates o bombones;304
Austria;2022;1684;Cyprus;Chocolates o bombones;1543
Other;2022;1;Cyprus;Chocolates o bombones;22
Belgium;2022;1195;Cyprus;Chocolates o bombones;19670
Brazil;2022;3;Cyprus;Chocolates o bombones;14
Bulgaria;2022;6431;Cyprus;Chocolates o bombones;33888
Other;2022;34;Cyprus;Chocolates o bombones;222
Canada;2022;7;Cyprus;Chocolates o bombones;148
China;2022;24;Cyprus;Chocolates o bombones;332
Other;2022;4;Cyprus;Chocolates o bombones;14
Denmark;2022;425;Cyprus;Chocolates o bombones;7648
Ecuador;2022;20;Cyprus;Chocolates o bombones;6
Other;2022;7;Cyprus;Chocolates o bombones;39
United Arab Emirates;2022;20;Cyprus;Chocolates o bombones;613
Slovenia;2022;5474;Cyprus;Chocolates o bombones;21947
Spain;2022;2958;Cyprus;Chocolates o bombones;10307
United States;2022;3871;Cyprus;Chocolates o bombones;56600
Other;2022;9;Cyprus;Chocolates o bombones;28
Other;2022;27;Cyprus;Chocolates o bombones;110
France;2022;10356;Cyprus;Chocolates o bombones;112770
Ghana;2022;3;Cyprus;Chocolates o bombones;14
Greece;2022;126849;Cyprus;Chocolates o bombones;1279577
Guatemala;2022;1;Cyprus;Chocolates o bombones;4
Other;2022;11;Cyprus;Chocolates o bombones;125
India;2022;45;Cyprus;Chocolates o bombones;244
Indonesia;2022;2;Cyprus;Chocolates o bombones;15
Ireland;2022;2649;Cyprus;Chocolates o bombones;38485
Iceland;2022;4;Cyprus;Chocolates o bombones;50
Israel;2022;120;Cyprus;Chocolates o bombones;699
Italy;2022;73511;Cyprus;Chocolates o bombones;755193
Japan;2022;25;Cyprus;Chocolates o bombones;924
Other;2022;1;Cyprus;Chocolates o bombones;42
Other;2022;8;Cyprus;Chocolates o bombones;80
Other;2022;6;Cyprus;Chocolates o bombones;60
Other;2022;1;Cyprus;Chocolates o bombones;12
Other;2022;320;Cyprus;Chocolates o bombones;5870
Lithuania;2022;28788;Cyprus;Chocolates o bombones;164739
Luxembourg;2022;2450;Cyprus;Chocolates o bombones;29932
Malaysia;2022;3;Cyprus;Chocolates o bombones;1
Other;2022;10;Cyprus;Chocolates o bombones;65
Mexico;2022;15;Cyprus;Chocolates o bombones;43
Other;2022;3;Cyprus;Chocolates o bombones;9
Other;2022;1;Cyprus;Chocolates o bombones;14
Other;2022;7;Cyprus;Chocolates o bombones;168
Norway;2022;5;Cyprus;Chocolates o bombones;129
Netherlands;2022;59440;Cyprus;Chocolates o bombones;444342
Other;2022;6;Cyprus;Chocolates o bombones;5
Peru;2022;8;Cyprus;Chocolates o bombones;9
Poland;2022;58798;Cyprus;Chocolates o bombones;275546
Other;2022;2;Cyprus;Chocolates o bombones;145
United Kingdom;2022;48389;Cyprus;Chocolates o bombones;346643
Czech Republic;2022;438;Cyprus;Chocolates o bombones;7824
Russia;2022;15;Cyprus;Chocolates o bombones;309
Other;2022;8;Cyprus;Chocolates o bombones;18
Other;2022;7;Cyprus;Chocolates o bombones;189
Other;2022;300;Cyprus;Chocolates o bombones;863
Other;2022;11;Cyprus;Chocolates o bombones;43
South Africa;2022;21;Cyprus;Chocolates o bombones;142
Sweden;2022;1364;Cyprus;Chocolates o bombones;12559
Switzerland;2022;51;Cyprus;Chocolates o bombones;1823
Thailand;2022;1;Cyprus;Chocolates o bombones;9
Other;2022;30;Cyprus;Chocolates o bombones;407
Other;2022;1;Cyprus;Chocolates o bombones;14
Other;2022;1769;Cyprus;Chocolates o bombones;8436
Other;2022;21;Cyprus;Chocolates o bombones;20
Turkey;2022;39;Cyprus;Chocolates o bombones;108
Other;2022;1;Cyprus;Chocolates o bombones;8
Vietnam;2022;9;Cyprus;Chocolates o bombones;32
Other;2022;4;Cyprus;Chocolates o bombones;44
Germany;2022;178277;Cyprus;Otros productos con cacao;1006114
Belgium;2022;320;Cyprus;Otros productos con cacao;3911
Bulgaria;2022;302;Cyprus;Otros productos con cacao;2502
Canada;2022;79;Cyprus;Otros productos con cacao;1126
Spain;2022;5751;Cyprus;Otros productos con cacao;71356
United States;2022;64;Cyprus;Otros productos con cacao;530
France;2022;19207;Cyprus;Otros productos con cacao;161164
Greece;2022;464301;Cyprus;Otros productos con cacao;3315205
Hungary;2022;381;Cyprus;Otros productos con cacao;5599
Ireland;2022;585;Cyprus;Otros productos con cacao;15530
Israel;2022;26;Cyprus;Otros productos con cacao;304
Italy;2022;497;Cyprus;Otros productos con cacao;5268
Lithuania;2022;3453;Cyprus;Otros productos con cacao;5847
Macedonia;2022;2324;Cyprus;Otros productos con cacao;31134
Netherlands;2022;239;Cyprus;Otros productos con cacao;2799
Poland;2022;2768;Cyprus;Otros productos con cacao;19090
United Kingdom;2022;86948;Cyprus;Otros productos con cacao;700714
Czech Republic;2022;986;Cyprus;Otros productos con cacao;11200
Russia;2022;95;Cyprus;Otros productos con cacao;3512
Serbia;2022;29061;Cyprus;Otros productos con cacao;194702
Sweden;2022;2321;Cyprus;Otros productos con cacao;16310
Switzerland;2022;6407;Cyprus;Otros productos con cacao;93237
Germany;2022;123183;Cyprus;Chocolates o bombones;567062
Australia;2022;1;Cyprus;Chocolates o bombones;142
Austria;2022;950;Cyprus;Chocolates o bombones;6852
Belgium;2022;14948;Cyprus;Chocolates o bombones;123982
Bulgaria;2022;187;Cyprus;Chocolates o bombones;1657
Canada;2022;4;Cyprus;Chocolates o bombones;66
Spain;2022;7164;Cyprus;Chocolates o bombones;81959
United States;2022;11993;Cyprus;Chocolates o bombones;106439
France;2022;14297;Cyprus;Chocolates o bombones;197309
Ghana;2022;5;Cyprus;Chocolates o bombones;21
Greece;2022;252770;Cyprus;Chocolates o bombones;1064000
Ireland;2022;3053;Cyprus;Chocolates o bombones;28114
Israel;2022;809;Cyprus;Chocolates o bombones;4228
Italy;2022;295;Cyprus;Chocolates o bombones;5808
Japan;2022;10;Cyprus;Chocolates o bombones;70
Lithuania;2022;7463;Cyprus;Chocolates o bombones;48892
Netherlands;2022;17684;Cyprus;Chocolates o bombones;141867
Other;2022;3;Cyprus;Chocolates o bombones;5
Poland;2022;677;Cyprus;Chocolates o bombones;3025
Portugal;2022;20418;Cyprus;Chocolates o bombones;137760
United Kingdom;2022;117963;Cyprus;Chocolates o bombones;958996
Russia;2022;6;Cyprus;Chocolates o bombones;94
Serbia;2022;11070;Cyprus;Chocolates o bombones;75738
Other;2022;20;Cyprus;Chocolates o bombones;38
Sweden;2022;3205;Cyprus;Chocolates o bombones;21211
Switzerland;2022;2511;Cyprus;Chocolates o bombones;32814
Germany;2022;607;Cyprus;Otros productos con cacao;6617
Belgium;2022;4381;Cyprus;Otros productos con cacao;25797
Bulgaria;2022;1795;Cyprus;Otros productos con cacao;13743
Spain;2022;5;Cyprus;Otros productos con cacao;82
France;2022;34;Cyprus;Otros productos con cacao;615
Ireland;2022;546;Cyprus;Otros productos con cacao;8440
Italy;2022;82;Cyprus;Otros productos con cacao;661
Poland;2022;190;Cyprus;Otros productos con cacao;3841
United Kingdom;2022;1288;Cyprus;Otros productos con cacao;17920
Czech Republic;2022;16;Cyprus;Otros productos con cacao;318
Germany;2022;53763;Cyprus;Chocolates o bombones;427143
Austria;2022;43947;Cyprus;Chocolates o bombones;85920
Belgium;2022;23488;Cyprus;Chocolates o bombones;243959
Bulgaria;2022;63;Cyprus;Chocolates o bombones;547
China;2022;1;Cyprus;Chocolates o bombones;18
Spain;2022;811;Cyprus;Chocolates o bombones;8640
United States;2022;28;Cyprus;Chocolates o bombones;545
France;2022;3286;Cyprus;Chocolates o bombones;44900
Greece;2022;33197;Cyprus;Chocolates o bombones;343479
Hungary;2022;20;Cyprus;Chocolates o bombones;201
Israel;2022;47;Cyprus;Chocolates o bombones;655
Italy;2022;89422;Cyprus;Chocolates o bombones;1195915
Japan;2022;4;Cyprus;Chocolates o bombones;397
Other;2022;4;Cyprus;Chocolates o bombones;19
Luxembourg;2022;1922;Cyprus;Chocolates o bombones;23622
Netherlands;2022;34184;Cyprus;Chocolates o bombones;279919
Poland;2022;463;Cyprus;Chocolates o bombones;4808
United Kingdom;2022;29803;Cyprus;Chocolates o bombones;310503
Czech Republic;2022;1037;Cyprus;Chocolates o bombones;11128
Russia;2022;12;Cyprus;Chocolates o bombones;502
Serbia;2022;80;Cyprus;Chocolates o bombones;3925
Sweden;2022;3292;Cyprus;Chocolates o bombones;29057
Switzerland;2022;7583;Cyprus;Chocolates o bombones;118001
Turkey;2022;1;Cyprus;Chocolates o bombones;1
Vietnam;2022;4;Cyprus;Chocolates o bombones;176
Germany;2022;32046;Cyprus;Chocolates o bombones;210531
Other;2022;20;Cyprus;Chocolates o bombones;56
Australia;2022;6;Cyprus;Chocolates o bombones;163
Austria;2022;14547;Cyprus;Chocolates o bombones;50813
Belgium;2022;762;Cyprus;Chocolates o bombones;5191
Other;2022;1;Cyprus;Chocolates o bombones;5
Brazil;2022;6;Cyprus;Chocolates o bombones;30
Bulgaria;2022;5;Cyprus;Chocolates o bombones;69
Other;2022;13;Cyprus;Chocolates o bombones;152
Canada;2022;7;Cyprus;Chocolates o bombones;104
Other;2022;12;Cyprus;Chocolates o bombones;30
Other;2022;1;Cyprus;Chocolates o bombones;6
China;2022;5;Cyprus;Chocolates o bombones;9
Ivory Coast;2022;1;Cyprus;Chocolates o bombones;5
Other;2022;2;Cyprus;Chocolates o bombones;1
Other;2022;93;Cyprus;Chocolates o bombones;1016
United Arab Emirates;2022;36;Cyprus;Chocolates o bombones;285
Slovenia;2022;288;Cyprus;Chocolates o bombones;2546
Spain;2022;803;Cyprus;Chocolates o bombones;10326
United States;2022;635;Cyprus;Chocolates o bombones;7492
Other;2022;15;Cyprus;Chocolates o bombones;65
Other;2022;1;Cyprus;Chocolates o bombones;52
France;2022;917;Cyprus;Chocolates o bombones;9991
Greece;2022;18904;Cyprus;Chocolates o bombones;304638
Guatemala;2022;1;Cyprus;Chocolates o bombones;5
Other;2022;1;Cyprus;Chocolates o bombones;2
India;2022;18;Cyprus;Chocolates o bombones;119
Iceland;2022;3;Cyprus;Chocolates o bombones;78
Israel;2022;3646;Cyprus;Chocolates o bombones;45384
Italy;2022;59413;Cyprus;Chocolates o bombones;1016435
Other;2022;1;Cyprus;Chocolates o bombones;72
Japan;2022;13;Cyprus;Chocolates o bombones;678
Other;2022;37;Cyprus;Chocolates o bombones;266
Other;2022;1;Cyprus;Chocolates o bombones;5
Other;2022;58;Cyprus;Chocolates o bombones;616
Macedonia;2022;11;Cyprus;Chocolates o bombones;14
Other;2022;6;Cyprus;Chocolates o bombones;6
Mexico;2022;30;Cyprus;Chocolates o bombones;51
Other;2022;4;Cyprus;Chocolates o bombones;119
Norway;2022;9;Cyprus;Chocolates o bombones;269
Netherlands;2022;13853;Cyprus;Chocolates o bombones;86669
Other;2022;3;Cyprus;Chocolates o bombones;7
Peru;2022;2;Cyprus;Chocolates o bombones;13
Poland;2022;907;Cyprus;Chocolates o bombones;10101
Other;2022;2;Cyprus;Chocolates o bombones;84
United Kingdom;2022;252257;Cyprus;Chocolates o bombones;1552514
Czech Republic;2022;1;Cyprus;Chocolates o bombones;33
Russia;2022;1;Cyprus;Chocolates o bombones;5
Serbia;2022;36;Cyprus;Chocolates o bombones;181
Other;2022;18;Cyprus;Chocolates o bombones;296
Other;2022;4;Cyprus;Chocolates o bombones;18
Other;2022;1;Cyprus;Chocolates o bombones;1
Switzerland;2022;25;Cyprus;Chocolates o bombones;848
Thailand;2022;7;Cyprus;Chocolates o bombones;4
Other;2022;2;Cyprus;Chocolates o bombones;1
Other;2022;1;Cyprus;Chocolates o bombones;35
Other;2022;3;Cyprus;Chocolates o bombones;21
Turkey;2022;16;Cyprus;Chocolates o bombones;377
Other;2022;3;Cyprus;Chocolates o bombones;1
Vietnam;2022;1;Cyprus;Chocolates o bombones;1
Other;2022;10;Cyprus;Chocolates o bombones;62
Germany;2022;60839;Cyprus;Chocolates o bombones;413951
Belgium;2022;33909;Cyprus;Chocolates o bombones;212055
Bulgaria;2022;9325;Cyprus;Chocolates o bombones;54032
Denmark;2022;73;Cyprus;Chocolates o bombones;581
Spain;2022;5773;Cyprus;Chocolates o bombones;62868
United States;2022;4;Cyprus;Chocolates o bombones;183
France;2022;2097;Cyprus;Chocolates o bombones;27973
Greece;2022;30216;Cyprus;Chocolates o bombones;579133
India;2022;2;Cyprus;Chocolates o bombones;27
Israel;2022;27;Cyprus;Chocolates o bombones;181
