centro_operacion,regional,unidad_negocio,condicion_pago,cupo_credito,max_prestamo,min_prestamo,max_pago,total_prestamos,total_pagado,debe,promedio_prestamos,promedio_pagado,promedio_debe,dias_promedio_pago,dias_mora_promedio,max_mora,min_mora,antiguedad,corriente,de_1_30,de_30_60,de_60_90,mayor_90,saldo_final,con_saldos_a_favor,sin_saldos_a_favor,porcentaje_h_pago_a_tiempo,porcentaje_h_1_30,porcentaje_h_30_60,porcentaje_h_60_90,porcentaje_h_mayor_90,porcentaje_total_h,mora_de_1_30,mora_de_30_60,mora_de_60_90,mora_mayor_90
OFICINA CENTRAL,OC,ADM,CTD,"0,00","803200,00","10000,00","803200,00","67738800,00","67452800,00","286000,00","610259,4594","607682,8828","2576,5765",16,15,64,-9,16381,"0,00","0,00","286000,00","0,00","0,00","286000,00","286000,00","286000,00","38,20","39,23","22,55","0,00","0,00","100,00",0,1,0,0
OFICINA CENTRAL,OC,ADM,CTD,"0,00","1800000,00","1800,00","1800000,00","75484446,58","74884446,58","600000,00","867637,317","860740,7652","6896,5517",23,21,261,-8,1758,"0,00","600000,00","0,00","0,00","0,00","600000,00","600000,00","600000,00","59,05","10,11","27,62","3,15","0,05","100,00",1,0,0,0
OFICINA CENTRAL,OC,ADM,CTD,"0,00","248435,00","248435,00","248435,00","248435,00","248435,00","0,00","248435,00","248435,00","0,00",3,3,3,3,1586,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,CTD,"0,00","6505475,00","4836,51","6407892,87","128206228,90","128206228,90","0,00","1732516,6067","1732516,6067","0,00",6,-1,72,-40,19867,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","97,85","0,80","0,01","1,32","0,00","100,00",0,0,0,0
FUSAGASUGA VD,DC,CIL,CTD,"1,00","10699630,00","12100,00","7697380,00","37865108,00","37865108,00","0,00","2912700,6153","2912700,6153","0,00",19,16,72,-1,801,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","16,91","76,04","2,01","5,03","0,00","100,00",0,0,0,0
FUSAGASUGA VD,DC,CIL,CTD,"0,00","640344,00","640344,00","640344,00","640344,00","640344,00","0,00","640344,00","640344,00","0,00",3,3,3,3,801,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
FUSAGASUGA VD,DC,CIL,CTD,"1,00","17871747,12","5781,90","5887720,00","50303818,68","50303818,68","0,00","949128,6543","949128,6543","0,00",14,14,93,0,701,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","28,26","62,70","1,19","5,97","1,86","100,00",0,0,0,0
FUSAGASUGA VD,DC,CIL,08D,"6000000,00","11636270,00","426067,16","8936620,00","120847868,63","114859179,10","5988689,53","5254255,1578","4993877,3521","260377,8056",16,8,54,-3,701,"0,00","5988690,00","0,00","-0,47","0,00","5988689,53","5988689,53","5988690,00","25,87","66,76","7,35","0,00","0,00","100,00",1,0,0,0
FUSAGASUGA VD,DC,CIL,08D,"300000,00","1368760,00","720400,00","985340,00","1503940,00","1503940,00","0,00","751970,00","751970,00","0,00",10,2,6,-2,701,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","65,51","34,48","0,00","0,00","0,00","100,00",0,0,0,0
FUSAGASUGA VD,DC,ADM,08D,"1,00","9804520,90","724234,33","941488,73","31934780,55","30993291,82","941488,73","760351,9178","737935,5195","22416,3983",122,1,24,-6,708,"941488,73","0,00","0,00","0,00","0,00","0,00","941488,73","941488,73","48,82","51,17","0,00","0,00","0,00","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,CTD,"0,00","3012000,00","40000,00","3012000,00","43542000,00","43542000,00","0,00","1209500,00","1209500,00","0,00",11,9,248,-9,23944,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,CTD,"0,00","603300,00","7000,00","602400,00","23010607,00","22836709,00","173898,00","315213,7945","312831,6301","2382,1643",32,31,337,-8,23915,"0,00","0,00","0,00","0,00","-26102,00","-26102,00","-26102,00","0,00","18,15","33,50","41,66","0,00","6,68","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,CTD,"0,00","3512968,00","1100478,00","3512968,00","4613446,00","4613446,00","0,00","2306723,00","2306723,00","0,00",9,9,14,4,23276,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,CTD,"0,00","340000,00","10000,00","340000,00","690000,00","690000,00","0,00","230000,00","230000,00","0,00",9,7,28,-8,17046,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,CTD,"0,00","530000,00","530000,00","530000,00","530000,00","530000,00","0,00","530000,00","530000,00","0,00",16,16,16,16,16519,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,CTD,"0,00","2267400,00","30,00","2267400,00","10167558,00","10167558,00","0,00","184864,6909","184864,6909","0,00",20,19,145,-7,2612,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3,15","89,62","4,05","0,00","3,15","100,00",0,0,0,0
FUSAGASUGA VD,DC,CIL,CTD,"77,00","6694594,00","3200,00","3014032,00","13956427,00","13956453,00","-26,00","498443,8214","498444,75","-0,9285",42,42,231,0,2493,"0,00","0,00","0,00","0,00","-26,00","-26,00","-26,00","0,00","22,07","74,28","0,77","0,08","2,77","100,00",0,0,0,0
CHIQUINQUIRA,DC,CIL,CTD,"0,00","161300,00","55600,00","161300,00","226500,00","387800,00","-161300,00","56625,00","96950,00","-40325,00",12,12,24,5,2684,"0,00","-161300,00","0,00","0,00","0,00","-161300,00","-161300,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
CHIQUINQUIRA,DC,CIL,CTD,"1,00","3948650,00","10,00","3948650,00","48066732,59","52016006,00","-3949273,41","1092425,7406","1182181,9545","-89756,2138",29,25,393,-3,2684,"0,00","0,00","-623,41","0,00","-3948650,00","-3949273,41","-3949273,41","0,00","25,23","68,17","3,61","0,02","2,95","100,00",0,0,0,0
MORELIA,DC,CIL,CTD,"0,00","3664585,00","2900,00","3233072,25","290112570,00","257539170,00","32573400,00","418632,8571","371629,3939","47003,4632",106,105,394,-8,2684,"218800,00","7153200,00","5917500,00","4343100,00","14940800,00","32354600,00","32573400,00","32573400,00","38,77","1,10","4,91","20,92","34,27","100,00",1,1,1,1
MORELIA,DC,CIL,CTD,"0,00","734210,20","3800,00","227300,00","1039140,00","1039140,00","0,00","43297,50","43297,50","0,00",2,2,23,0,987,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","16,06","83,93","0,00","0,00","0,00","100,00",0,0,0,0
MORELIA,DC,CIL,CTD,"0,00","2313290,00","10000,00","81900,00","213600,00","213600,00","0,00","30514,2857","30514,2857","0,00",3,3,15,0,987,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","50,00","50,00","0,00","0,00","0,00","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,CTD,"0,00","2000000,00","103300,00","2000000,00","17066250,00","17066250,00","0,00","461250,00","461250,00","0,00",14,11,59,-8,2076,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","94,38","5,61","0,00","0,00","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,CTD,"0,00","351400,00","6000,00","351400,00","755400,00","755400,00","0,00","68672,7272","68672,7272","0,00",1,1,14,0,16205,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,CTD,"0,00","350000,00","292650,00","1050000,00","1692650,00","1692650,00","0,00","564216,6666","564216,6666","0,00",15,15,30,2,14819,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,CTD,"0,00","4531896,23","11505,06","4202080,92","110678349,51","110678349,51","0,00","1875904,2289","1875904,2289","0,00",1,-5,3,-42,2612,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","96,12","3,87","0,00","0,00","0,00","100,00",0,0,0,0
SIBERIA,DC,CIL,CTD,"0,00","6755000,00","6755000,00","6755000,00","6755000,00","6755000,00","0,00","6755000,00","6755000,00","0,00",1,1,1,1,2684,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
SIBERIA,DC,CIL,CTD,"1,00","2137350,00","2137350,00","2137350,00","2137350,00","2137350,00","0,00","2137350,00","2137350,00","0,00",6,-3,-3,-3,976,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,01D,"1,00","76700000,00","131300,00","76700000,00","121228092,00","121228092,00","0,00","1987345,7704","1987345,7704","0,00",13,11,68,-9,2362,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,CTD,"0,00","1726000,00","150000,00","1726000,00","18497323,53","17537323,53","960000,00","596687,8558","565720,1138","30967,7419",10,8,63,-8,1960,"0,00","960000,00","0,00","0,00","0,00","960000,00","960000,00","960000,00","57,99","42,00","0,00","0,00","0,00","100,00",1,0,0,0
SIBERIA,DC,CIL,CTD,"10,00","1605000,00","40000,00","1605000,00","2126900,00","2126900,00","0,00","425380,00","425380,00","0,00",36,36,158,1,2684,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","96,84","0,00","0,00","3,15","100,00",0,0,0,0
SIBERIA,DC,CIL,CTD,"1,00","2450000,00","40320,00","2450000,00","10443770,00","10443770,00","0,00","803366,923","803366,923","0,00",14,14,98,0,2684,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","11,32","76,33","2,87","0,00","9,46","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,CTD,"0,00","1084263,00","7600,00","800000,00","23289883,18","21013665,18","2276218,00","319039,4956","287858,4271","31181,0684",27,27,572,-9,2468,"0,00","600000,00","0,00","0,00","-7600,00","592400,00","592400,00","600000,00","50,80","19,76","14,48","14,48","0,45","100,00",1,0,0,0
OFICINA CENTRAL,OC,ADM,CTD,"0,00","1320000,00","25048,00","1320000,00","10787896,00","10787896,00","0,00","431515,84","431515,84","0,00",13,11,63,-8,19026,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","10,10","89,89","0,00","0,00","0,00","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,CTD,"0,00","1493000,00","61000,00","1493000,00","53936130,90","53936131,48","-0,58","691488,8576","691488,8651","-0,0074",14,13,64,-8,1873,"0,00","0,00","0,00","0,00","-0,58","-0,58","-0,58","0,00","46,05","45,41","8,53","0,00","0,00","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,01D,"100000,00","2500000,00","100000,00","2500000,00","13100000,00","13100000,00","0,00","1310000,00","1310000,00","0,00",37,35,145,-9,17601,"0,00","100000,00","0,00","-100000,00","0,00","0,00","0,00","100000,00","0,00","0,00","0,00","0,00","0,00","100,00",1,0,0,0
OFICINA CENTRAL,OC,ADM,CTD,"0,00","500000,00","200000,00","500000,00","1200000,00","1200000,00","0,00","400000,00","400000,00","0,00",14,11,40,-7,16390,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,01D,"1,00","92000000,00","758225,00","92000000,00","131388725,00","131388725,00","0,00","26277745,00","26277745,00","0,00",6,6,23,0,15816,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","19,28","80,71","0,00","0,00","0,00","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,CTD,"0,00","700000,00","4700,00","700000,00","6555423,56","6555420,78","2,78","252131,6753","252131,5684","0,1069",12,11,68,-8,2396,"0,00","0,00","0,00","0,00","2,78","2,78","2,78","2,78","73,30","26,69","0,00","0,00","0,00","100,00",0,0,0,1
OFICINA CENTRAL,OC,ADM,CTD,"0,00","1022333,88","27100,00","903600,00","22217098,88","22217098,88","0,00","427251,9015","427251,9015","0,00",19,19,98,-7,14731,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","31,03","37,15","12,44","8,29","11,06","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,CTD,"0,00","800000,00","300000,00","800000,00","4343900,00","3857790,00","486110,00","482655,5555","428643,3333","54012,2222",20,18,54,-7,15208,"0,00","0,00","486110,00","0,00","0,00","486110,00","486110,00","486110,00","60,63","16,04","23,32","0,00","0,00","100,00",0,1,0,0
OFICINA CENTRAL,OC,ADM,CTD,"0,00","15000,00","15000,00","15000,00","15000,00","15000,00","0,00","15000,00","15000,00","0,00",0,0,0,0,20512,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,CTD,"0,00","1000000,00","20000,00","1000000,00","3132000,00","2132000,00","1000000,00","240923,0769","164000,00","76923,0769",9,8,44,-8,18329,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,CTD,"0,00","602400,00","19500,00","602400,00","30426778,00","30520788,76","-94010,76","323689,1276","324689,2421","-1000,1144",18,18,156,-8,1772,"0,00","0,00","0,00","0,00","-94010,76","-94010,76","-94010,76","0,00","28,97","43,94","21,06","6,01","0,00","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,CTD,"0,00","1852250,00","8000,00","1800000,00","21763850,21","21763850,21","0,00","494632,9593","494632,9593","0,00",32,31,371,-9,14240,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,48","70,63","9,32","6,91","10,63","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,CTD,"0,00","1000000,00","12000,00","1000000,00","122012000,00","121328000,00","684000,00","991967,4796","986406,504","5560,9756",11,9,50,-9,15332,"0,00","0,00","684000,00","0,00","0,00","684000,00","684000,00","684000,00","48,40","32,24","19,34","0,00","0,00","100,00",0,1,0,0
OFICINA CENTRAL,OC,ADM,CTD,"0,00","1204800,00","8000,00","1204800,00","31270400,00","31270500,00","-100,00","1078289,6551","1078293,1034","-3,4482",20,16,56,-9,2340,"0,00","0,00","0,00","0,00","-100,00","-100,00","-100,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,CTD,"0,00","900000,00","75000,00","900000,00","29304158,33","29304158,33","0,00","396002,1395","396002,1395","0,00",15,13,64,-8,14378,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","35,02","60,26","4,71","0,00","0,00","100,00",0,0,0,0
CHIQUINQUIRA,DC,CIL,CTD,"1,00","262250,00","4948,00","262250,00","1107131,00","1306019,00","-198888,00","100648,2727","118729,00","-18080,7272",19,19,132,1,2684,"0,00","0,00","0,00","0,00","-198888,00","-198888,00","-198888,00","0,00","0,00","99,55","0,00","0,00","0,44","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,CTD,"0,00","3565397,00","18500,00","3565397,00","37553060,00","31777569,00","5775491,00","586766,5625","496524,5156","90242,0468",24,19,85,-154,1859,"0,00","0,00","0,00","215300,00","1994794,00","2210094,00","2210094,00","2210094,00","41,73","25,02","16,90","16,33","0,00","100,00",0,0,1,1
OFICINA CENTRAL,OC,ADM,CTD,"0,00","3309932,71","24000,00","3000000,00","45724896,71","45074956,71","649940,00","601643,3777","593091,5356","8551,8421",10,15,59,-8,1684,"0,00","500000,00","0,00","0,00","149940,00","649940,00","649940,00","649940,00","19,43","67,26","13,29","0,00","0,00","100,00",1,0,0,1
SIBERIA,DC,CIL,CTD,"0,00","5334298,00","6000,00","5334298,00","146241623,46","146241623,46","0,00","1188956,2882","1188956,2882","0,00",24,19,372,-9,2684,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","88,88","10,33","0,00","0,02","0,75","100,00",0,0,0,0
SIBERIA,DC,CIL,CTD,"0,00","4299000,00","4299000,00","4299000,00","4299000,00","4299000,00","0,00","4299000,00","4299000,00","0,00",2,2,2,2,2684,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
SIBERIA,DC,CIL,CTD,"0,00","166320,00","78000,00","166320,00","169629,00","169629,00","0,00","84814,50","84814,50","0,00",141,141,266,17,1435,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,95","0,00","0,00","98,04","100,00",0,0,0,0
SIBERIA,DC,CIL,CTD,"0,00","297060,00","10770,00","297060,00","307830,00","307830,00","0,00","153915,00","153915,00","0,00",79,79,100,59,1435,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3,49","0,00","96,50","100,00",0,0,0,0
SIBERIA,DC,CIL,CTD,"0,00","291000,00","214297,00","291000,00","780500,00","780500,00","0,00","260166,6666","260166,6666","0,00",175,175,478,0,995,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","27,45","0,00","37,28","0,00","35,25","100,00",0,0,0,0
FUSAGASUGA VD,DC,CIL,CTD,"1,00","1558560,00","165,00","1558560,00","30044746,00","29952146,00","92600,00","263550,4035","262738,1228","812,2807",34,33,653,-8,2684,"0,00","0,00","92600,00","0,00","0,00","92600,00","92600,00","92600,00","23,54","36,36","18,30","4,41","17,37","100,00",0,1,0,0
FUSAGASUGA VD,DC,CIL,CTD,"1,00","2542500,00","25380,00","2542500,00","18265750,00","18265750,00","0,00","320451,7543","320451,7543","0,00",14,12,262,-8,2684,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,67","94,26","0,00","0,00","3,06","100,00",0,0,0,0
CAUCASIA,DN,CIL,CTD,"1,00","1126440,00","12340,00","1115175,60","2390799,60","2390799,60","0,00","478159,92","478159,92","0,00",62,60,287,-7,1549,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","33,46","66,02","0,00","0,00","0,51","100,00",0,0,0,0
NULL,NULL,CIL,CTD,"0,00","2506435,00","268772,00","2323267,65","64824554,52","64824554,52","0,00","1080409,242","1080409,242","0,00",2,2,13,0,2654,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","11,22","88,77","0,00","0,00","0,00","100,00",0,0,0,0
BELLO,DS,GRN,30D,"200000,00","142664,83","77471,53","80126,35","144745,93","144745,93","0,00","48248,6433","48248,6433","0,00",46,17,28,10,1548,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
SIBERIA,DC,GRN,30D,"20900000,00","5291831,25","647678,02","2959949,28","83103220,99","83103220,99","0,00","1806591,7606","1806591,7606","0,00",43,12,46,-6,1457,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,21","85,10","12,67","0,00","0,00","100,00",0,0,0,0
CUCUTA,DN,GRN,10D,"5000000,00","1201800,00","8000,00","54000,00","4338000,00","3608000,00","730000,00","24788,5714","20617,1428","4171,4285",0,12,42,0,66,"730000,00","0,00","0,00","0,00","0,00","0,00","730000,00","730000,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
BARRANQUILLA,DN,GRN,30D,"700000,00","166208,22","70535,11","140391,47","2359376,24","2359376,24","0,00","81357,8013","81357,8013","0,00",19,-10,32,-28,1548,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","90,19","7,26","2,54","0,00","0,00","100,00",0,0,0,0
CARTAGENA,DN,GRN,05D,"3000000,00","2156781,99","90000,00","1968527,50","63784694,55","62530539,96","1254154,59","637846,9455","625305,3996","12541,5459",24,20,328,-4,1548,"1254154,59","0,00","0,00","0,00","0,00","0,00","1254154,59","1254154,59","14,14","81,58","3,16","0,00","1,09","100,00",0,0,0,0
BELLO,DS,GRN,CTD,"0,00","243000,00","243000,00","243000,00","243000,00","243000,00","0,00","243000,00","243000,00","0,00",838,838,838,838,1530,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","100,00",0,0,0,0
CARTAGENA,DN,CIL,CTD,"0,00","332595900,00","68877900,00","328937345,10","1792743460,30","1792743460,30","0,00","119516230,6866","119516230,6866","0,00",0,3,14,0,855,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,08D,"0,00","125700,00","2200,00","125700,00","1446361,92","1446361,92","0,00","31442,6504","31442,6504","0,00",0,4,25,0,4119,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,CIL,CTD,"0,00","377736,06","217,77","209440,00","569639,80","569639,80","0,00","94939,9666","94939,9666","0,00",409,409,667,0,1548,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","66,93","0,00","0,00","0,00","33,06","100,00",0,0,0,0
YUMBO,DS,ADM,CTD,"0,00","350000,00","9519,94","350000,00","17251056,56","17157161,66","93894,90","161224,8276","160347,3052","877,5224",23,23,406,0,1473,"0,00","0,00","93894,90","0,00","0,00","93894,90","93894,90","93894,90","33,61","48,31","17,76","0,18","0,12","100,00",0,1,0,0
OFICINA CENTRAL,OC,MED,CTD,"0,00","544752707,00","6040,00","167191514,00","5598224182,22","5588701236,80","9522945,42","14465695,5612","14441088,4671","24607,0941",40,40,402,0,844,"0,00","-17460,00","0,00","-1359312,74","10899718,16","9522945,42","9522945,42","10899718,16","0,23","91,69","4,16","1,41","2,48","100,00",0,0,0,1
OFICINA CENTRAL,OC,MED,30D,"1,00","42587772,00","6540,00","5033143,67","158665942,90","143825440,79","14840502,11","650270,2577","589448,5278","60821,7299",140,124,793,-23,1863,"6654436,25","3902671,85","2588246,64","-278720,00","1973867,37","8186065,86","14840502,11","15119222,11","17,94","19,76","12,14","8,81","41,33","100,00",1,1,0,1
OFICINA CENTRAL,OC,MED,30D,"1,00","18078885,17","1160,00","4778096,71","87322940,46","80096672,87","7226267,59","628222,5932","576235,0566","51987,5366",161,148,621,-23,1863,"3651802,00","1804433,20","719667,87","828666,01","221698,51","3574465,59","7226267,59","7226267,59","2,38","12,67","35,22","11,75","37,95","100,00",1,1,1,1
OFICINA CENTRAL,OC,MED,30D,"1,00","41583341,72","1140,00","2764305,32","67775297,01","75061964,18","-7286667,17","329006,2961","364378,4668","-35372,1707",160,145,762,-24,1863,"2462391,47","-188726,38","-4671132,81","-3823108,90","-1066090,55","-9749058,64","-7286667,17","2462391,47","11,24","7,20","19,72","12,06","49,75","100,00",0,0,0,0
OFICINA CENTRAL,OC,MED,30D,"1,00","7035420,00","21970,00","2365111,28","61076405,49","58409211,14","2667194,35","1017940,0915","973486,8523","44453,2391",112,85,414,-4,1863,"2257969,47","0,00","0,00","9223,41","400001,47","409224,88","2667194,35","2667194,35","4,72","25,18","22,90","21,48","25,69","100,00",0,0,1,1
